Rank,Article Title,Author Full Names,Source Title,Publication Year,Abstract,DOI Link,ENGINEERING.PRODUCT/UI.UX/SERVICE,Inclusion (Y/N/Q/R) for 2nd screening,Note,Unnamed: 10
394,"An automatic completion method for design domain knowledge graph using surrogate model, for rapid performance evaluation","Han, Xu; Liu, Xinyu; Wang, Honghui; Liu, Guijie",JOURNAL OF ENGINEERING DESIGN,2024,"The data and information generated during the design process, such as part parameters, affect the efficiency and quality of product design. Knowledge graph (KG) is often used to express and reuse the above knowledge. However, due to the decentralised and complex nature of the KG, it lacks the quantitative knowledge required for part selection, e.g. the relationship between part type and performance. To complete the knowledge and meet the requirements for rapid and accurate performance evaluation, this paper proposes an automatic KGC method based on a surrogate model. Firstly, the schema layer is established based on the design knowledge ontology. For the sampling process, the query statement is applied to extract knowledge such as design parameters, which define the range of sample points. Secondly, the design of experiments (DOE) method can obtain the data set of the target performance through simulation. Surrogate models are built based on multiple machine learning algorithms. Meanwhile, the hyperparameter optimisation method can further improve the prediction accuracy of the model. Finally, the performance of the design scheme is predicted, and the results are used to complete the KG through knowledge extraction. The method is validated by the selection and evaluation of bogie parts.",http://dx.doi.org/10.1080/09544828.2024.2332121,ENGINEERING.PRODUCT,Y,"performance evaluation, knowledge graph completion, surrogate model",
395,Ecological Design with the Use of Selected Inventive Methods including AI-Based,"Dostatni, Ewa; Mikolajewski, Dariusz; Dorozynski, Janusz; Rojek, Izabela",APPLIED SCIENCES-BASEL,2022,"Featured Application Potential application of the work concerns AI-supported eco-design of a novel family of products . Creative thinking is an inherent process in the creation of innovations. Imagination is employed to seek creative solutions. This article presents research results on the use of inventive methods to develop an eco-friendly product. A household appliance was selected as the object of research. The article deals with issues relating to eco-design, eco-innovation, and inventory. The process of selecting inventive methods was presented. Selected inventive methods used to develop the product concept were briefly characterized. Creativity sessions were conducted using the methods of brainstorming, stimulating, reverse brainstorming, word games, and superpositions. The effect of these activities is the concept for an eco-innovative product. A product design was developed that is highly recyclable and environmentally friendly. An ecological analysis of the designed product, including AI-based (artificial neural networks), was carried out, which showed the legitimacy of the actions taken to develop an environmentally friendly product. The novelty of the proposed approach consists of combining the use of research data, with new methods for their analysis using both traditional and artificial intelligent tools, to create a transparent and scalable product design. To date, this approach is unique and has no equivalent in the literature. Despite higher manufacturing costs, the more environmentally friendly refrigerator is cheaper in operation (consumes less energy) due to the ecological solutions incorporated into its design.",http://dx.doi.org/10.3390/app12199577,ENGINEERING.PRODUCT,Y,"ecological design, idea generation and evaluation, ANN for evaluation, honestly bad paper",
401,Reinforcement for Automation,"Dworschak, Fabian; Dietze, Sebastian; Wittmann, Maximilian; Schleich, Benjamin; Wartzack, Sandro",ADVANCED ENGINEERING INFORMATICS,2022,"Reinforcement Learning has proven to be capable of solving complex tasks like playing video games, robotics control, speech or image recognition and processing. Transferring Reinforcement Learning into engineering design helps to overcome two current issues of data-driven Design Automation in engineering design. First, dealing with sparse training data resulting from differing design samples. Second, overcoming the limited number of samples in the training data as consequence of short or insufficient product history. To introduce an alternative approach for Design Automation, this contribution studies feasibility, training effort and transferability of Reinforcement Learning in engineering design. The presented method maps engineering requirements and parametric models into learning environments and provides a novel approach for design automation. In addition to that, the contribution summarises the hyperparameters, which design engineers have to set prior to training, and introduces a novel transfer learning concept for Reinforcement Learning in related design tasks. The support is probed by design tasks of performance-oriented bike parts. Case-independent indicators are presented to estimate the case-specific training effort, the effects of hyperparameter variation and the effects of transferring a pretrained agent to related design tasks. Finally, the findings are used to compare Reinforcement Learning to other data-independent Design Automation approaches to assess potential fields of application for Reinforcement Learning in engineering design.",http://dx.doi.org/10.1016/j.aei.2022.101612,ENGINEERING.PRODUCT,Y,"RL in engineering design, learning envrionments consist of requirements and parametric models",
402,Weighted unsupervised domain adaptation considering geometry features and engineering performance of 3D design data,"Shin, Seungyeon; Kang, Namwoo",EXPERT SYSTEMS WITH APPLICATIONS,2024,"The product design process in manufacturing involves iterative design modeling and analysis to achieve the target engineering performance, but such an iterative process is time consuming and computationally expensive. Recently, deep learning-based engineering performance prediction models have been proposed to accelerate design optimization. However, they only guarantee predictions on training data and may be inaccurate when applied to new domain data. In particular, 3D design data have complex features, which means domains with various distributions exist. Thus, the utilization of deep learning has limitations due to the heavy data collection and training burdens. We propose a bi-weighted unsupervised domain adaptation approach that considers the geometry features and engineering performance of 3D design data. The proposed method is the first to apply domain adaptation to deep learning-based engineering performance prediction to overcome the problem of insufficient industrial data. In addition, we present a source instance weighting method called the bi-weighting strategy to consider the geometry features and engineering performance of 3D design data and avoid negative transfer for accurate prediction. Domain-invariant features can be extracted through an adversarial training strategy by using hypothesis discrepancy, and a multi-output regression task can be performed with the extracted features to predict the engineering performance. The proposed model is tested on a wheel impact analysis problem to predict the magnitude of the maximum von Mises stress and the corresponding location of 3D road wheels. This mechanism can reduce the target risk for unlabeled target domains on the basis of weighted multisource domain knowledge and can efficiently replace conventional finite element analysis.",http://dx.doi.org/10.1016/j.eswa.2024.124928,ENGINEERING.PRODUCT,Y,"performance prediction, unsupervised domain adaptation, bi-weighting strategy, DL",
443,CREATIVEGAN: EDITING GENERATIVE ADVERSARIAL NETWORKS FOR CREATIVE DESIGN SYNTHESIS,"Nobari, Amin Heyrani; Rashad, Muhammad Fathy; Ahmed, Faez","PROCEEDINGS OF ASME 2021 INTERNATIONAL DESIGN ENGINEERING TECHNICAL CONFERENCES AND COMPUTERS AND INFORMATION IN ENGINEERING CONFERENCE, IDETC-CIE2021, VOL 3A",2021,"Modern machine learning techniques, such as deep neural networks, are transforming many disciplines ranging from image recognition to language understanding, by uncovering patterns in big data and making accurate predictions. They have also shown promising results for synthesizing new designs, which is crucial for creating products and enabling innovation. Generative models, including generative adversarial networks (GANs), have proven to be effective for design synthesis with applications ranging from product design to metamaterial design. These automated computational design methods can support human designers, who typically create designs by a time-consuming process of iteratively exploring ideas using experience and heuristics. However, there are still challenges remaining in automatically synthesizing 'creative' designs. GAN models, however, are not capable of generating unique designs, a key to innovation and a major gap in AI-based design automation applications. This paper proposes an automated method, named CreativeGAN, for generating novel designs. It does so by identifying components that make a design unique and modifying a GAN model such that it becomes more likely to generate designs with identified unique components. The method combines state-of-art novelty detection, segmentation, novelty localization, rewriting, and generative models for creative design synthesis. Using a dataset of bicycle designs, we demonstrate that the method can create new bicycle designs with unique frames and handles, and generalize rare novelties to a broad set of designs. Our automated method requires no human intervention and demonstrates a way to rethink creative design synthesis and exploration. For details and code used in this paper please refer to http://decode.mit.edu/projects/creativegan/.",https://doi.org/10.48550/arXiv.2103.06242,ENGINEERING.PRODUCT,Y,"generating novel designs, GAN",
453,Packaging design of virtual manufacturing products based on computer vision and big data,"Yu, Yu",INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY,2023,"Virtual manufacturing technology utilizes computers to simulate the manufacturing process. Through virtual simulation, manufacturing enterprises can conduct comprehensive testing and optimization during the product design phase, thereby reducing the number and cost of actual experiments. This paper explores the virtual manufacturing product packaging design method based on computer vision and big data to improve the efficiency and quality of product packaging in the manufacturing industry. Firstly, computer vision technology is used to analyze and recognize the 3D model of virtual manufacturing products, and key feature information is extracted. Then, based on the big data analysis method, the market and consumer demand are investigated and analyzed to determine the appropriate packaging design elements and styles. Finally, using computer-aided design tools, combining the results of computer vision and big data, virtual manufacturing product packaging design is carried out. Through the research of virtual manufacturing product packaging design, this paper designs a method based on computer vision and big data, which can efficiently design product packaging that meets the market demand and consumer preferences. The experimental results indicate that this method has achieved significant results in improving packaging design efficiency and quality.",http://dx.doi.org/10.1007/s00170-023-12848-2,ENGINEERING.PRODUCT,Y,"virtual manufacturing simulations to inform packaging design, computer vision",
467,"Using Online Customer Reviews to Classify, Predict, and Learn About Domestic Robot Failures","Honig, Shanee; Bartal, Alon; Parmet, Yisrael; Oron-Gilad, Tal",INTERNATIONAL JOURNAL OF SOCIAL ROBOTICS,2024,"There is a knowledge gap regarding which types of failures robots undergo in domestic settings and how these failures influence customer experience. We classified 10,072 customer reviews of small utilitarian domestic robots on Amazon by the robotic failures described in them, grouping failures into twelve types and three categories (Technical, Interaction, and Service). We identified sources and types of failures previously overlooked in the literature, combining them into an updated failure taxonomy. We analyzed their frequencies and relations to customer star ratings. Results indicate that for utilitarian domestic robots, Technical failures were more detrimental to customer experience than Interaction or Service failures. Issues with Task Completion and Robustness and Resilience were commonly reported and had the most significant negative impact. Future failure-prevention and response strategies for utilitarian domestic robots should address the robot's technical ability to meet functional goals, operate and maintain structural integrity over time. Usability and interaction design were less detrimental to customer experience, indicating that customers may be more forgiving of failures that impact these aspects for the robots and practical uses examined. Further, we developed a Natural Language Processing model capable of predicting whether a customer review contains content that describes a failure and the type of failure it describes. With this knowledge, designers and researchers of robotic systems can prioritize design and development efforts towards essential issues.",http://dx.doi.org/10.1007/s12369-022-00929-3,ENGINEERING.PRODUCT,Y,"Understanding from online reviews robot failures and relationship to user experience, NLP",
470,Manifold learning for coherent design interpolation based on geometrical and topological descriptors,"Munoz, D.; Allix, O.; Chinesta, F.; Rodenas, J. J.; Nadal, E.",COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,2023,"In the context of intellectual property in the manufacturing industry, know-how is referred to practical knowledge on how to accomplish a specific task. This know-how is often difficult to be synthesised in a set of rules or steps as it remains in the intuition and expertise of engineers, designers, and other professionals. Today, a new research line in this concern spot-up thanks to the explosion of Artificial Intelligence and Machine Learning algorithms and its alliance with Computational Mechanics and Optimisation tools. However, a key aspect with industrial design is the scarcity of available data, making it problematic to rely on deep-learning approaches. Assuming that the existing designs live in a manifold, in this paper, we propose a synergistic use of existing Machine Learning tools to infer a reduced manifold from the existing limited set of designs and, then, to use it to interpolate between the individuals, working as a generator basis, to create new and coherent designs. For this, a key aspect is to be able to properly interpolate in the reduced manifold, which requires a proper clustering of the individuals. From our experience, due to the scarcity of data, adding topological descriptors to geometrical ones considerably improves the quality of the clustering. Thus, a distance, mixing topology and geometry is proposed. This distance is used both, for the clustering and for the interpolation. For the interpolation, relying on optimal transport appear to be mandatory. Examples of growing complexity are proposed to illustrate the goodness of the method.(c) 2022 The Author(s). Published by Elsevier B.V. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).",http://dx.doi.org/10.1016/j.cma.2022.115859,ENGINEERING.PRODUCT,Y,"recovering and generating designs,maniforld learning (LLE), Optimal Transport, a bit confused",
474,Untrained and Unmatched: Fast and Accurate Zero-Training Classification for Tabular Engineering Data,"Picard, Cyril; Ahmed, Faez",JOURNAL OF MECHANICAL DESIGN,2024,"In engineering design, navigating complex decision-making landscapes demands a thorough exploration of the design, performance, and constraint spaces, often impeded by resource-intensive simulations. Data-driven methods can mitigate this challenge by harnessing historical data to delineate feasible domains, accelerate optimization, or evaluate designs. However, the implementation of these methods usually demands machine learning expertise and multiple trials to choose the right method and hyperparameters. This makes them less accessible for numerous engineering situations. Additionally, there is an inherent trade-off between training speed and accuracy, with faster methods sometimes compromising precision. In our paper, we demonstrate that a recently released general-purpose transformer-based classification model, TabPFN, is both fast and accurate. Notably, it requires no dataset-specific training to assess new tabular data. TabPFN is a prior-data fitted network, which undergoes a one-time offline training across a broad spectrum of synthetic datasets and performs in-context learning. We evaluated TabPFN's efficacy across eight engineering design classification problems, contrasting it with seven other algorithms, including a state-of-the-art automated machine learning (AutoML) method. For these classification challenges, TabPFN consistently outperforms in speed and accuracy. It is also the most data-efficient and provides the added advantage of being differentiable and giving uncertainty estimates. Our findings advocate for the potential of pre-trained models that learn from synthetic data and require no domain-specific tuning to make data-driven engineering design accessible to a broader community and open ways to efficient general-purpose models valid across applications. Furthermore, we share a benchmark problem set for evaluating new classification algorithms in engineering design.",http://dx.doi.org/10.1115/1.4064811,ENGINEERING.PRODUCT,Y,classification model TabPFN for engineering design,
475,Generative adaptable design based on hidden Markov model,"Wang, Kaifeng; Li, Jianye; Sun, Zhilin",ADVANCED ENGINEERING INFORMATICS,2025,"With the advent of next-generation information technologies and artificial intelligence, the paradigm of product design is shifting towards a more data-driven approach. To facilitate the reuse of historical product data, designers require systematic and structured methods for data analysis and processing to enhance design efficiency. The Hidden Markov Model (HMM), a sophisticated statistical model adept at analyzing and forecasting sequential data patterns, is a powerful tool enabling designers to process and utilize historical product data effectively. This paper proposes a generative adaptable design method based on HMM to assist designers in rapidly generating design solutions. The proposed method utilizes HMM to model the structural modules and their connections within historical products, enabling designers to efficiently reuse existing product modules to generate diverse design configurations optimized to user requirements. Concurrently, a three-dimensional sparse matrix is used to mathematically represent the connection relations among module interfaces, facilitating the transformation of HMM-derived into design solutions with rational connections. The entropy method of product adaptability is utilized to evaluate the design solutions and identify the optimal solution. A case study of the design process for the Hybrid Additive Manufacturing device is conducted to verify the effectiveness of this method. The results indicate that the proposed method effectively assists designers in generating multiple design solutions and determining the optimal design outcome through the adaptability evaluation, thereby enhancing the overall efficiency of the design process.",http://dx.doi.org/10.1016/j.aei.2024.103034,ENGINEERING.PRODUCT,Y,"hidden markov models, generative AI",
482,Machine Learning-Based System for Heat-Resistant Analysis of Car Lamp Design,"Choi, Hyebong; Shin, Joel; Kim, Jeongho; Yoon, Samuel; Park, Hyeonmin; Cho, Hyejin; Jung, Jiyoung",IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,2024,"The design of automobile lamps requires accurate estimation of heat distribution to prevent overheating and deformation of the product. Traditional heat resistant analysis using Computational Fluid Dynamics (CFD) is time-consuming and requires expertise in thermofluid mechanics, making real-time temperature analysis less accessible to lamp designers. We propose a machine learning-based temperature prediction system for automobile lamp design. We trained our machine learning models using CFD results of various lamp designs, providing lamp designers real-time Heat- Resistant Analysis. Comprehensive tests on real lamp products demonstrate that our prediction model accurately estimates heat distribution comparable to CFD analysis within a minute. Our system visualizes the estimated heat distribution of car lamp design supporting quick decision-making by lamp designer. It is expected to shorten the product design process, improving the market competitiveness.",http://dx.doi.org/10.1587/transinf.2023EDP7137,ENGINEERING.PRODUCT,Y,"ML-based temperature prediction system, simulation",
511,Product Innovation Design Method Based on BP Neural Network,"Huang, Shihui",ADVANCES IN MULTIMEDIA,2022,"Innovative product design is the core problem of modern industry and the source power of enterprise development. With the continuous improvement of China's material level, product innovation design has changed from functional needs to emotional needs, and the product design method centered on users' emotional needs has attracted much attention. With the emergence of new technologies such as artificial intelligence and big data, the automation and intelligence of advanced algorithms and innovative design methods for online product decision driven by multimodal multimedia data in e-commerce have become inevitable trends in the field of product design, and it is a big challenge to improve the innovative design ability of products by using information technology. In order to solve this problem, based on the research of BP neural network technology, this paper puts forward an innovative product design method based on image-Kempi method. The color features of images are reconstructed and integrated, and then transferred to product modeling, so as to generate new products with both content image modeling features and style image color features, which brings visual inspiration to users. The results show that KENPI method combines the theories of Kansei engineering, convolutional neural network, and neural style transfer, and establishes a mapping model between product modeling elements and product semantics. Convolutional neural network and neural style transfer model are used to extract, reconstruct, and integrate the color features of style diagrams, and transfer them to product modeling to design new product images. By evaluating the image quality and comparing the product semantics before and after the migration, the validity and feasibility of the migration are verified. Based on BP neural network, a nonlinear mapping model between product attribute space and product semantic space is constructed, and the generalization ability of the model is evaluated, which verifies the feasibility and effectiveness of this method. The research results have important theoretical guiding significance for improving the innovative design ability of enterprises, enhancing product competitiveness, and customer satisfaction.",http://dx.doi.org/10.1155/2022/6830892,ENGINEERING.PRODUCT,Y,"product image generation, BP neural network, CNN, neural style transfer, mapping between product attribute and product semantic",
523,Attention-Enhanced Multimodal Learning for Conceptual Design Evaluations,"Song, Binyang; Miller, Scarlett; Ahmed, Faez",JOURNAL OF MECHANICAL DESIGN,2023,"Conceptual design evaluation is an indispensable component of innovation in the early stage of engineering design. Properly assessing the effectiveness of conceptual design requires a rigorous evaluation of the outputs. Traditional methods to evaluate conceptual designs are slow, expensive, and difficult to scale because they rely on human expert input. An alternative approach is to use computational methods to evaluate design concepts. However, most existing methods have limited utility because they are constrained to unimodal design representations (e.g., texts or sketches). To overcome these limitations, we propose an attention-enhanced multimodal learning (AEMML)-based machine learning (ML) model to predict five design metrics: drawing quality, uniqueness, elegance, usefulness, and creativity. The proposed model utilizes knowledge from large external datasets through transfer learning (TL), simultaneously processes text and sketch data from early-phase concepts, and effectively fuses the multimodal information through a mutual cross-attention mechanism. To study the efficacy of multimodal learning (MML) and attention-based information fusion, we compare (1) a baseline MML model and the unimodal models and (2) the attention-enhanced models with baseline models in terms of their explanatory power for the variability of the design metrics. The results show that MML improves the model explanatory power by 0.05-0.12 and the mutual cross-attention mechanism further increases the explanatory power of the approach by 0.05-0.09, leading to the highest explanatory power of 0.44 for drawing quality, 0.60 for uniqueness, 0.45 for elegance, 0.43 for usefulness, and 0.32 for creativity. Our findings highlight the benefit of using multimodal representations for design metric assessment.",http://dx.doi.org/10.1115/1.4056669,ENGINEERING.PRODUCT,Y,"conceptual design evaluation, multi-modal learning, ML, transfer learning",
525,Supervised deep learning for the moving morphable components topology optimization framework,"Rochefort-Beaudoin, Thomas; Vadean, Aurelian; Gamache, Jean-Francois; Achiche, Sofiane",ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE,2023,"In the context of mechanical engineering design, the field of machine learning accelerated topology optimiza-tion is dominated by image-based models trained in a supervised manner on datasets with a limited diversity of boundary conditions. State-of-the-art methods show poor generalization capabilities and are strongly coupled to finite element mesh resolution, hindering scalability. In this paper, we leverage the explicit topology parameterization of the moving morphable components (MMC) framework to train a deep learning model that directly generates geometric design variables using a model architecture that is independent of the finite element mesh used for structural analysis. The developed model is trained on a large dataset of boundary conditions. Despite achieving state-of-the-art regression loss, evaluations reveal that direct-design approaches generate topologies with poor mechanical performance. Specifically, the model-generated topologies have, on average, a stiffness 11.48% lower than conventional MMC designs, as evidenced by in-distribution and out -of-distribution test samples. We demonstrate that this is due to the incompatibility between the regression loss function typically used in literature and the topology optimization objective of compliance minimization. To address this issue, we propose a novel acceleration approach that leverages the trained model to generate improved initial designs for conventional optimization. Specifically, the deep learning model is used to generate an initial design, which is then refined by conventional optimization to arrive at a final, optimal design. This approach shows a computation time-saving of 36.84% without sacrificing the final mechanical performance of the optimal topology compared to conventional optimization starting from a uniform initial layout.",http://dx.doi.org/10.1016/j.engappai.2023.106436,ENGINEERING.PRODUCT,Y,"ML,DL, topology optimization",
527,DEEP LEARNING-BASED HAND-DRAWN ILLUSTRATION IN PACKAGING DESIGN OF CULTURAL AND CREATIVE PRODUCTS,"Wang, Jianfei",INTERNATIONAL JOURNAL OF MARITIME ENGINEERING,2024,"Packaging design is a critical component of product marketing and branding, encompassing the visual and structural elements that encase and present goods to consumers. The hand-drawn illustration is a timeless art form that embodies the unique style, skill, and creativity of the artist's hand. This paper presents a novel approach to deep learning techniques for enhancing packaging design through the classification of hand-drawn illustrations. The proposed model is stated as a Weighted Augmented Deep Generative Network (WADGN). The proposed WADGN model uses the augmentation network for the generation of the augmented images for the creative products. With the augmented images features are extracted in the hand-drawn illustration of the products. The extracted features are implemented with the weighted augmented feature vector for the application of the generative deep learning network. The proposed WADGN model uses the feature vector of the deep learning model for the design of creative product design. With the deep learning the creative features of the hand-drawn illustration are classified for the creative package design. Simulation results demonstrated that proposed WADGN model higher performance than the conventional technique such as CNN, LSTM and SVM classifier. The proposed WADGN model achieves the similar to 21% higher performance than the SVM, similar to 16% than the LSTM and similar to 9% improvement than the CNN model.",http://dx.doi.org/10.5750/ijme.v1i1.1368,ENGINEERING.PRODUCT,Y,"DL, enhancing packaging design through classification of hand-drawn illustration",
528,GSA-SOM: a metaheuristic optimisation algorithm guided by machine learning and application to aerodynamic design,"Perez, A. Gonzalez; Allen, C. B.; Poole, D. J.",AIAA AVIATION 2021 FORUM,2021,"Typical algorithms used in optimisation problems can be classified into gradient-based or agent-based optimisers. Gradient-based optimisers boast very fast convergence due to their ability to extract topological information from the local gradient of the objective function, but can often get trapped in a local minimum. Agent-based optimisers use a series of agents to traverse the search space stochastically and are thus much more prone to find the global minimum, but their cost may be unacceptable in typical engineering optimisation problems. The question remains on whether convergence of agent-based algorithms can be accelerated using design space information. Anovel optimisation algorithm is introduced that uses machine learning in the form of a Self-Organising Map (SOM) to extract topological information from the optimisation design space and guide the agents of a Gravitational Search Algorithm (GSA). The proposed optimiser is benchmarked against a set of unconstrained analytical optimisation functions, and it is shown to outperform classical agent-based optimisers. The algorithm is further applied to an engineering design problem in the form of constrained transonic aerodynamic shape optimisation, confirming its robustness and higher performance.",https://doi.org/10.2514/6.2021-2563,ENGINEERING.PRODUCT,Y,"optimization in aerodynamic design, ML, self-organizing maps",
532,How to obtain customer requirements for each stage of the product life cycle from online reviews: Using mobile phones as an example,"Zhang, Lei; Xuan, Yan; Li, Ziqi; Gao, Pengfei; Zheng, Yu",JOURNAL OF RETAILING AND CONSUMER SERVICES,2024,"Full life cycle design is an advanced design methodology that minimizes the product life cycle's environmental impact to meet users' and social well-being requirements. It can solve the problems of excessive consumption of resources and energy, environmental pollution, and ecological crisis from the source, and it is an inevitable choice for implementing a green manufacturing strategy and realizing sustainable industrial development. However, little research has focused on customers' design requirements at all product life cycle stages, especially with big data. In this study, customers' reviews on mobile phones at various life cycle stages were obtained from the Weibo platform, and the emotional tendencies contained there were analyzed and evaluated. The dictionary of mobile phone life cycle requirements is constructed through machine learning, and customer requirements (CRs) for each mobile phone life cycle stage are mined. Finally, the Kano model is used to identify the essential attributes of mobile phones. The results show that the method proposed in this paper can mine and analyze the requirements of each stage of the product life cycle contained in online reviews and help designers understand the customer needs that must be considered in product design. This study can provide theoretical and methodological support for developing product green design and life cycle assessment.",http://dx.doi.org/10.1016/j.jretconser.2024.103928,ENGINEERING.PRODUCT,Y,"full life cycle design, customer requirements from reviews, ML, NLP, not sure what ML model",
541,Recognition and segmentation of complex texture images based on superpixel algorithm and deep learning,"Han, Yuexing; Yang, Shen; Chen, Qiaochuan",COMPUTATIONAL MATERIALS SCIENCE,2022,"Recognizing and segmenting complex texture images such as materials is of great significance to industrial design and production. Due to the lack of sufficient training samples and fuzzy boundaries in material images, it is difficult to segment material images by using deep learning methods. In material images, the pixels of each phase have a high degree of similarity, so if partial pixels' features in each phase are learned, the whole phase can be recognized. In this paper, we propose a method based on deep learning for recognizing and segmenting material images with complex textures. Firstly, the simple linear iterative cluster(SLIC) algorithm is used to obtain different numbers of superpixels which are a group of pixels with similar texture features. Then we extract the largest inscribed rectangular block in each superpixel. Next, put these rectangular blocks into the classical convolutional neural network(CNN)-DenseNet to recognize them. To retain the key texture features and reduce redundant information, we increase the receptive field in the key layers of DenseNet. In addition, due to the uneven distribution of phases in the material images, we improve focal loss to fit the material image. We make extensive comparative and ablation experiments to confirm the effectiveness of our method.",http://dx.doi.org/10.1016/j.commatsci.2022.111398,ENGINEERING.PRODUCT,Y,"recognizing and segmenting complex texture images, DL, CNN",
543,Data-Driven Concept Network for Inspiring Designers' Idea Generation,"Liu, Qiyu; Wang, Kai; Li, Yan; Liu, Ying",JOURNAL OF COMPUTING AND INFORMATION SCIENCE IN ENGINEERING,2020,"Big-data mining brings new challenges and opportunities for engineering design, such as customer-needs mining, sentiment analysis, knowledge discovery, etc. At the early phase of conceptual design, designers urgently need to synthesize their own internal knowledge and wide external knowledge to solve design problems. However, on the one hand, it is time-consuming and laborious for designers to manually browse massive volumes of web documents and scientific literature to acquire external knowledge. On the other hand, how to extract concepts and discover meaningful concept associations automatically and accurately from these textual data to inspire designers' idea generation? To address the above problems, we propose a novel data-driven concept network based on machine learning to capture design concepts and meaningful concept combinations as useful knowledge by mining the web documents and literature, which is further exploited to inspire designers to generate creative ideas. Moreover, the proposed approach contains three key steps: concept vector representation based on machine learning, semantic distance quantification based on concept clustering, and possible concept combinations based on natural language processing technologies, which is expected to provide designers with inspirational stimuli to solve design problems. A demonstration of conceptual design for detecting the fault location in transmission lines has been taken to validate the practicability and effectiveness of this approach.",http://dx.doi.org/10.1115/1.4046207,ENGINEERING.PRODUCT,Y,"capture design concepts and combinations from web documents and literature, inspire designers, ML, NLP, Word2Vec, clustering",
545,Topology Optimization of Industrial Equipment: A Deep Learning Approach and Software Implement,"Li, Zhiru; Liu, Xiaohui; Song, Xiangman; Gu, Weixi; Zhu, Guowei","PROCEEDINGS OF THE 2024 6TH INTERNATIONAL CONFERENCE ON BIG DATA ENGINEERING, BDE 2024",2024,"Traditional topology optimization methods used for equipment product design often suffer from time-consuming, resource-wasting and high cost problems, and the use of deep learning approaches is a feasible way to solve this problem. Therefore, in this paper, based on the SIMP method of flexibility minimization, topology optimization software for industrial equipment is first developed using PyQt. Then, samples with different boundary conditions are generated using the developed topology optimization software. Finally, the mapping relationship between the initial displacement field and the topology is established based on convolutional neural network. The results show that the developed topology optimization software can directly give the corresponding topology structure according to the structural parameters and optimization parameters set by the user, and the established deep learning model can output the most available topology structure according to the initial displacement field of the structure. This study gives the process of software development and deep learning model training for simple problems, demonstrating the feasibility and application prospect of this method, which has better results for practical complex engineering problems.",http://dx.doi.org/10.1145/3688574.3688590,ENGINEERING.PRODUCT,Y,"topology optimization, DL, CNN, relationship between intial displacement field and the topology",
550,Three-Dimensional Shape Reconstruction from Digital Freehand Design Sketching Based on Deep Learning Techniques,"Zhou, Ding; Wei, Guohua; Yuan, Xiaojun",APPLIED SCIENCES-BASEL,2024,"This paper proposes a method for 3D reconstruction from Freehand Design Sketching (FDS) in architecture and industrial design. The implementation begins by extracting features from the FDS using the self-supervised learning model DINO, followed by the continuous Signed Distance Function (SDF) regression as an implicit representation through a Multi-Layer Perceptron network. Taking eyeglass frames as an example, the 2D contour and freehand sketch optimize the alignment by their geometrical similarity while exploiting symmetry to improve reconstruction accuracy. Experiments demonstrate that this method can effectively reconstruct high-quality 3D models of eyeglass frames from 2D freehand sketches, outperforming existing deep learning-based 3D reconstruction methods. This research offers practical information for understanding 3D modeling methodology for FDS, triggering multiple modes of design creativity and efficient scheme adjustments in industrial or architectural conceptual design. In conclusion, this novel approach integrates self-supervised learning and geometric optimization to achieve unprecedented fidelity in 3D reconstruction from FDS, setting a new benchmark for AI-driven design processes in industrial and architectural applications.",http://dx.doi.org/10.3390/app142411717,ENGINEERING.PRODUCT,Y,"3D shape reconstruction from digital sketch, DL, self-supervised learning model DINO, multi-layer perceptron network",
554,Fusion of ML with numerical simulation for optimized propeller design,"Vardhan, Harsh; Kumari, Neha; Volgyesi, Peter; Sztipanovits, Janos","PROCEEDINGS THE 6TH WORKSHOP ON DESIGN AUTOMATION FOR CPS AND IOT, DESTION 2024",2024,"In computer-aided engineering design, the goal is to find an optimal design solution for given specific requirements using a numerical simulator and an optimization method. This study focuses on design problems with low computational cost but high-dimensional design spaces, where traditional forward surrogate-based optimization that reduces computational cost of forward evaluation is ineffective and doesn't improve the design search challenge that is presented by the high dimensionality of problem. We propose to solve it using machine learning models as surrogates that tries to model the inverse mapping using historical collected data and it can be queried to produce good set of designs that can be used as initial seed design for the next stage of optimization using traditional method. This potentially reduces the time to find the optimal design. We call this approach, as Surrogate Assisted Optimization (SAO), combines machine learning surrogates with conventional optimization methods. Empirical evaluations on propeller design problems show that SAO can achieve better designs on a given budget of evaluation in comparison to traditional optimization method.",http://dx.doi.org/10.1109/DESTION62938.2024.00010,ENGINEERING.PRODUCT,Y,"optimal design search, optimization, ML surrogates",
