Index,Article_Title,Category,Reference_Text_Preview,Found,Page_Numbers,Match_Confidence,Verification_Method,Issue_Type,Full_Reference_Text,Notes,Timestamp
36,Integrating deep learning into CAD/CAE system: generative design and evaluation of 3D conceptual wheel,Data Modality,"Manxin Chen:
The models are trained using geometric parameters (numerical) as input and structural p...",Y,CANDIDATES,65,SEMANTIC,PARAPHRASE,"Manxin Chen:
The models are trained using geometric parameters (numerical) as input and structural performance metrics (numerical) derived from CAE simulations as labels.",,2025-11-28T16:09:18.368483
49,Digital-Twin-Aided Product Design Framework For IoT Platforms,Data Modality,"Manxin Chen:
The operational data streams collected from IoT sensors are inherently time series data...",N,CANDIDATES,35,SEMANTIC,PARAPHRASE,"Manxin Chen:
The operational data streams collected from IoT sensors are inherently time series data reflecting continuous system states and user interactions over time.",,2025-11-28T16:09:19.856193
49,Digital-Twin-Aided Product Design Framework For IoT Platforms,Design Phase,"Manxin Chen:
The framework facilitates continuous refinement and optimization of the product design ...",Y,CANDIDATES,70,PARAPHRASE,PARAPHRASE,"Manxin Chen:
The framework facilitates continuous refinement and optimization of the product design throughout its lifecycle (Design for Service) based on simulated and live feedback.",,2025-11-28T16:09:21.820416
49,Digital-Twin-Aided Product Design Framework For IoT Platforms,"AI Assistance Types (Lee and Kim, 2025)","Manxin Chen:
The Digital Twin, powered by ML, is used to predict potential product failures or maint...",Y,CANDIDATES,70,SEMANTIC,PARAPHRASE,"Manxin Chen:
The Digital Twin, powered by ML, is used to predict potential product failures or maintenance requirements before they occur in the physical system.",,2025-11-28T16:09:22.777588
49,Digital-Twin-Aided Product Design Framework For IoT Platforms,Design Discipline,"Manxin Chen:
The framework proposes a novel approach to product design leveraging Digital Twin techn...",Y,CANDIDATES,88,PARAPHRASE,NONE,"Manxin Chen:
The framework proposes a novel approach to product design leveraging Digital Twin technology, specifically aimed at IoT Platforms. The methodology supports the design and optimization of connected products in modern industrial engineering",,2025-11-28T16:09:22.875050
49,Digital-Twin-Aided Product Design Framework For IoT Platforms,Design Practice/Task,"Manxin Chen:
Digital-Twin-Aided Product Design Framework For IoT Platforms. The primary application ...",Y,CANDIDATES,65,SEMANTIC,PARAPHRASE,"Manxin Chen:
Digital-Twin-Aided Product Design Framework For IoT Platforms. The primary application is enabling proactive design modifications informed by real-world system performance and condition.",,2025-11-28T16:09:25.013307
51,Machine learning techniques for sequential learning engineering design optimisation,AI methods,"Manxin Chen:
The paper extensively reviews and applies Bayesian Optimization (BO) techniques, often ...",Y,CANDIDATES,70,PARAPHRASE,PARAPHRASE,"Manxin Chen:
The paper extensively reviews and applies Bayesian Optimization (BO) techniques, often implemented using Gaussian Processes (GP) as surrogate models. GP falls under the shallow machine learning paradigm.",,2025-11-28T16:09:26.041153
50,Combining Deep Learning with Knowledge Graph for Design Knowledge Acquisition in Conceptual Product Design,Design Practice/Task,"Manxin Chen:
Combining Deep Learning with Knowledge Graph for Design Knowledge Acquisition in concep...",Y,CANDIDATES,98,EXACT,NONE,"Manxin Chen:
Combining Deep Learning with Knowledge Graph for Design Knowledge Acquisition in conceptual product design.",,2025-11-28T16:09:26.886351
50,Combining Deep Learning with Knowledge Graph for Design Knowledge Acquisition in Conceptual Product Design,Data Modality,"Manxin Chen:
The method uses Natural Language Processing to analyze unstructured patent text.",Y,CANDIDATES,65,PARAPHRASE,PARAPHRASE,"Manxin Chen:
The method uses Natural Language Processing to analyze unstructured patent text.",,2025-11-28T16:09:27.821527
50,Combining Deep Learning with Knowledge Graph for Design Knowledge Acquisition in Conceptual Product Design,Design Phase,"Manxin Chen:
The application targets the conceptual design phase2121. The immediate activity is Know...",Y,CANDIDATES,65,PARAPHRASE,PARAPHRASE,"Manxin Chen:
The application targets the conceptual design phase2121. The immediate activity is Knowledge Acquisition and visualization, which supports the initial exploration of solution spaces and technical principles2222.",,2025-11-28T16:09:27.996300
49,Digital-Twin-Aided Product Design Framework For IoT Platforms,Data About,"Manxin Chen:
The Digital Twin integrates real-time operational data and user interaction logs from d...",Y,CANDIDATES,55,SEMANTIC,PARAPHRASE,"Manxin Chen:
The Digital Twin integrates real-time operational data and user interaction logs from deployed IoT devices in the physical world. This captures real-world usage patterns and system performance under actual user behavior.",,2025-11-28T16:09:28.646441
51,Machine learning techniques for sequential learning engineering design optimisation,Design Phase,"Manxin Chen:
The core application is design optimisation, a definitive activity of refining and iter...",Y,CANDIDATES,78,PARAPHRASE,PARAPHRASE,"Manxin Chen:
The core application is design optimisation, a definitive activity of refining and iterating towards the best technical solution, characteristic of the Develop phase.",,2025-11-28T16:09:29.563033
50,Combining Deep Learning with Knowledge Graph for Design Knowledge Acquisition in Conceptual Product Design,"AI Assistance Types (Lee and Kim, 2025)","Manxin Chen:
The primary purpose is Design Knowledge Acquisition. The output is a Knowledge Graph (K...",Y,CANDIDATES,95,PARAPHRASE,NONE,"Manxin Chen:
The primary purpose is Design Knowledge Acquisition. The output is a Knowledge Graph (KG) that structures fragmented technical information, allowing designers to discover and interpret complex relationships.",,2025-11-28T16:09:29.612845
50,Combining Deep Learning with Knowledge Graph for Design Knowledge Acquisition in Conceptual Product Design,Data About,"Manxin Chen:
The input data consists of patent texts, which contain formalized knowledge about produ...",N,CANDIDATES,85,NONE,HALLUCINATION,"Manxin Chen:
The input data consists of patent texts, which contain formalized knowledge about product components, functions, and inventions. The focus is extracting knowledge related to product entities and their relationships.",,2025-11-28T16:09:29.672107
50,Combining Deep Learning with Knowledge Graph for Design Knowledge Acquisition in Conceptual Product Design,AI methods,"Manxin Chen:
The core technique is Deep Learning, specifically implementing a customized Recurrent N...",Y,CANDIDATES,75,PARAPHRASE,PARAPHRASE,"Manxin Chen:
The core technique is Deep Learning, specifically implementing a customized Recurrent Neural Network (RNN) or similar architecture for sequence labeling and relation extraction on text data.",,2025-11-28T16:09:30.720227
51,Machine learning techniques for sequential learning engineering design optimisation,Data Modality,"Manxin Chen:
The core methodology involves sequential learning, where the selection of the next desi...",Y,CANDIDATES,85,PARAPHRASE,NONE,"Manxin Chen:
The core methodology involves sequential learning, where the selection of the next design sample is dependent on the history of previous samples and their evaluations.",,2025-11-28T16:09:32.030294
52,PROPOSAL OF SUPPORT METHOD FOR DIRECTING EXPLORATION AND EXPLOITATION IN ENGINEERING DESIGN,Data Modality,"Manxin Chen:
The search process is managed as a sequence of iterative design evaluations, where the ...",N,CANDIDATES,85,NONE,HALLUCINATION,"Manxin Chen:
The search process is managed as a sequence of iterative design evaluations, where the next action depends on the history of previous search steps.",,2025-11-28T16:09:32.194308
51,Machine learning techniques for sequential learning engineering design optimisation,Design Practice/Task,"Manxin Chen:
Machine learning techniques for sequential learning engineering design optimisation. Th...",Y,CANDIDATES,92,PARAPHRASE,NONE,"Manxin Chen:
Machine learning techniques for sequential learning engineering design optimisation. The framework focuses on efficiently optimizing costly, ""black-box"" objective functions.",,2025-11-28T16:09:33.118756
51,Machine learning techniques for sequential learning engineering design optimisation,"AI Assistance Types (Lee and Kim, 2025)","Manxin Chen:
The Gaussian Process (GP) models serve as surrogate models that predict the performance...",Y,CANDIDATES,75,PARAPHRASE,PARAPHRASE,"Manxin Chen:
The Gaussian Process (GP) models serve as surrogate models that predict the performance of unevaluated designs, including estimating prediction uncertainty.",,2025-11-28T16:09:33.289909
50,Combining Deep Learning with Knowledge Graph for Design Knowledge Acquisition in Conceptual Product Design,Design Discipline,"Manxin Chen:
The goal is design knowledge acquisition in conceptual product design. The domain of fo...",Y,CANDIDATES,65,PARAPHRASE,PARAPHRASE,"Manxin Chen:
The goal is design knowledge acquisition in conceptual product design. The domain of focus is engineering design.",,2025-11-28T16:09:34.636892
51,Machine learning techniques for sequential learning engineering design optimisation,Design Discipline,"Manxin Chen:
The focus is on implementing machine learning (ML) for engineering design optimisation....",Y,CANDIDATES,72,PARAPHRASE,PARAPHRASE,"Manxin Chen:
The focus is on implementing machine learning (ML) for engineering design optimisation. The goal is enhancing efficiency and effectiveness in structural and mechanical design processes.",,2025-11-28T16:09:34.974062
52,PROPOSAL OF SUPPORT METHOD FOR DIRECTING EXPLORATION AND EXPLOITATION IN ENGINEERING DESIGN,"AI Assistance Types (Lee and Kim, 2025)","Manxin Chen:
The method provides objective support for the designer by autonomously directing the se...",Y,CANDIDATES,65,SEMANTIC,PARAPHRASE,"Manxin Chen:
The method provides objective support for the designer by autonomously directing the search strategy (exploration vs. exploitation). It constantly evaluates the current design cluster performance to inform the next search move",,2025-11-28T16:09:36.265278
52,PROPOSAL OF SUPPORT METHOD FOR DIRECTING EXPLORATION AND EXPLOITATION IN ENGINEERING DESIGN,Design Phase,"Manxin Chen:
The core activity is refining and optimizing design solutions within a known solution s...",N,CANDIDATES,85,NONE,HALLUCINATION,"Manxin Chen:
The core activity is refining and optimizing design solutions within a known solution space, which is characteristic of the Develop phase.",,2025-11-28T16:09:36.915846
55,Knowledge graph with machine learning for product design,Data Modality,"Manxin Chen:
The main input stream consists of raw text documents that are processed through a knowl...",N,N/A,0,NONE,HALLUCINATION,"Manxin Chen:
The main input stream consists of raw text documents that are processed through a knowledge extraction pipeline.",No similar sentences found,2025-11-28T16:09:37.873752
52,PROPOSAL OF SUPPORT METHOD FOR DIRECTING EXPLORATION AND EXPLOITATION IN ENGINEERING DESIGN,Design Practice/Task,"Manxin Chen:
Proposal of Support Method for Directing Exploration and Exploitation in engineering de...",Y,CANDIDATES,95,EXACT,HALLUCINATION,"Manxin Chen:
Proposal of Support Method for Directing Exploration and Exploitation in engineering design.",,2025-11-28T16:09:38.140053
53,Optimizing Product Design Using Genetic Algorithms and Artificial Intelligence Techniques,Design Discipline,"Manxin Chen:
The primary domain is product design optimization. The methodology supports engineering...",Y,CANDIDATES,95,PARAPHRASE,NONE,"Manxin Chen:
The primary domain is product design optimization. The methodology supports engineering design activities.",,2025-11-28T16:09:41.784225
52,PROPOSAL OF SUPPORT METHOD FOR DIRECTING EXPLORATION AND EXPLOITATION IN ENGINEERING DESIGN,Design Discipline,"Manxin Chen:
We focus on developing a support method for the engineering design process. The propose...",Y,CANDIDATES,85,PARAPHRASE,PARAPHRASE,"Manxin Chen:
We focus on developing a support method for the engineering design process. The proposed method explicitly manages the balance between design space exploration and exploitation.",,2025-11-28T16:09:42.096446
52,PROPOSAL OF SUPPORT METHOD FOR DIRECTING EXPLORATION AND EXPLOITATION IN ENGINEERING DESIGN,AI methods,"Manxin Chen:
The proposed support method integrates meta-heuristic optimization algorithms. The core...",N,CANDIDATES,95,NONE,HALLUCINATION,"Manxin Chen:
The proposed support method integrates meta-heuristic optimization algorithms. The core control logic uses statistical models (e.g., probability distribution functions) derived from past samples to inform the exploration/exploitation balance.",,2025-11-28T16:09:43.554391
51,Machine learning techniques for sequential learning engineering design optimisation,Data About,"Manxin Chen:
The data consists of design parameters (input variables) and corresponding performance ...",Y,CANDIDATES,72,SEMANTIC,PARAPHRASE,"Manxin Chen:
The data consists of design parameters (input variables) and corresponding performance outcomes (objective values, constraint violations) from design simulations.",,2025-11-28T16:09:44.464878
52,PROPOSAL OF SUPPORT METHOD FOR DIRECTING EXPLORATION AND EXPLOITATION IN ENGINEERING DESIGN,Data About,"Manxin Chen:
The data consists of parameters and performance metrics from simulated design solutions...",N,CANDIDATES,85,NONE,HALLUCINATION,"Manxin Chen:
The data consists of parameters and performance metrics from simulated design solutions. The core data tracks the geometry and fitness values of design artifacts",,2025-11-28T16:09:46.113353
53,Optimizing Product Design Using Genetic Algorithms and Artificial Intelligence Techniques,Design Practice/Task,"Manxin Chen:
Optimizing Product Design Using Genetic Algorithms and Artificial Intelligence Techniqu...",Y,CANDIDATES,95,EXACT,HALLUCINATION,"Manxin Chen:
Optimizing Product Design Using Genetic Algorithms and Artificial Intelligence Techniques.",,2025-11-28T16:09:46.301050
53,Optimizing Product Design Using Genetic Algorithms and Artificial Intelligence Techniques,Design Phase,"Manxin Chen:
The core focus is optimizing product design to achieve predefined efficiency and constr...",Y,CANDIDATES,80,PARAPHRASE,PARAPHRASE,"Manxin Chen:
The core focus is optimizing product design to achieve predefined efficiency and constraint goals, a dedicated activity of the Develop phase.",,2025-11-28T16:09:47.094581
53,Optimizing Product Design Using Genetic Algorithms and Artificial Intelligence Techniques,Data Modality,"Manxin Chen:
The optimization primarily handles numerical vectors representing design solution state...",Y,CANDIDATES,45,SEMANTIC,PARAPHRASE,"Manxin Chen:
The optimization primarily handles numerical vectors representing design solution states.",,2025-11-28T16:09:49.287739
53,Optimizing Product Design Using Genetic Algorithms and Artificial Intelligence Techniques,Data About,"Manxin Chen:
The core data consists of design variables (e.g., dimensional, material parameters) and...",Y,CANDIDATES,80,PARAPHRASE,PARAPHRASE,"Manxin Chen:
The core data consists of design variables (e.g., dimensional, material parameters) and fitness values (e.g., cost, performance metrics) associated with design solutions.",,2025-11-28T16:09:49.410591
53,Optimizing Product Design Using Genetic Algorithms and Artificial Intelligence Techniques,"AI Assistance Types (Lee and Kim, 2025)","Manxin Chen:
The main function of the Genetic Algorithm is the generation and continuous evolution o...",Y,CANDIDATES,78,PARAPHRASE,PARAPHRASE,"Manxin Chen:
The main function of the Genetic Algorithm is the generation and continuous evolution of new, improved design solutions",,2025-11-28T16:09:52.872599
55,Knowledge graph with machine learning for product design,AI methods,"Manxin Chen:
Machine learning (ML) techniques, including Natural Language Processing (NLP) models, a...",N,CANDIDATES,95,NONE,HALLUCINATION,"Manxin Chen:
Machine learning (ML) techniques, including Natural Language Processing (NLP) models, are used for entity and relation extraction from the text. Deep learning architectures are employed for advanced semantic parsing.",,2025-11-28T16:09:55.093358
53,Optimizing Product Design Using Genetic Algorithms and Artificial Intelligence Techniques,AI methods,"Manxin Chen:
The primary algorithm used for optimization is the Genetic Algorithm (GA). The framewor...",Y,CANDIDATES,50,PARAPHRASE,HALLUCINATION,"Manxin Chen:
The primary algorithm used for optimization is the Genetic Algorithm (GA). The framework also utilizes clustering and regression techniques for model refinement.",,2025-11-28T16:09:55.901427
54,A Data-Driven Human-Machine Collaborative Product Design System Toward Intelligent Manufacturing,Data Modality,"Manxin Chen:
The system handles both structured knowledge data (relational databases) and unstructur...",Y,CANDIDATES,75,PARAPHRASE,PARAPHRASE,"Manxin Chen:
The system handles both structured knowledge data (relational databases) and unstructured text (natural language).",,2025-11-28T16:09:56.269055
54,A Data-Driven Human-Machine Collaborative Product Design System Toward Intelligent Manufacturing,Data About,"Manxin Chen:
The data source is the historical design repository and knowledge base related to produ...",Y,CANDIDATES,75,PARAPHRASE,PARAPHRASE,"Manxin Chen:
The data source is the historical design repository and knowledge base related to product features and manufacturing processes. The system operates on structured knowledge about product entities.",,2025-11-28T16:09:57.708857
54,A Data-Driven Human-Machine Collaborative Product Design System Toward Intelligent Manufacturing,Design Discipline,"Manxin Chen:
The system proposes a human–machine collaborative product design system directed toward...",Y,CANDIDATES,95,PARAPHRASE,NONE,"Manxin Chen:
The system proposes a human–machine collaborative product design system directed toward intelligent manufacturing. The application domain is product design.",,2025-11-28T16:09:57.868975
55,Knowledge graph with machine learning for product design,Design Discipline,"Manxin Chen:
The research focuses on developing a system to support product design by structuring an...",Y,CANDIDATES,75,PARAPHRASE,PARAPHRASE,"Manxin Chen:
The research focuses on developing a system to support product design by structuring and retrieving knowledge. This methodology is applicable to engineering design processes.",,2025-11-28T16:09:58.281964
55,Knowledge graph with machine learning for product design,Design Phase,"Manxin Chen:
The application is primarily aimed at the conceptual design phase, assisting in initial...",N,CANDIDATES,85,NONE,HALLUCINATION,"Manxin Chen:
The application is primarily aimed at the conceptual design phase, assisting in initial knowledge exploration and problem definition.",,2025-11-28T16:09:58.861766
54,A Data-Driven Human-Machine Collaborative Product Design System Toward Intelligent Manufacturing,Design Practice/Task,"Manxin Chen:
A Data-Driven Human–Machine Collaborative Product Design System Toward Intelligent Manu...",Y,CANDIDATES,100,EXACT,NONE,"Manxin Chen:
A Data-Driven Human–Machine Collaborative Product Design System Toward Intelligent Manufacturing.",,2025-11-28T16:09:58.930050
54,A Data-Driven Human-Machine Collaborative Product Design System Toward Intelligent Manufacturing,AI methods,"Manxin Chen:
Deep learning models, such as sequence-to-sequence networks, are integrated for the sem...",Y,CANDIDATES,60,SEMANTIC,PARAPHRASE,"Manxin Chen:
Deep learning models, such as sequence-to-sequence networks, are integrated for the semantic processing of design knowledge to facilitate knowledge fusion and intelligent reasoning.",,2025-11-28T16:09:59.294952
55,Knowledge graph with machine learning for product design,Design Practice/Task,"Manxin Chen:
Knowledge graph with machine learning for product design. The focus is on structuring u...",Y,CANDIDATES,90,PARAPHRASE,NONE,"Manxin Chen:
Knowledge graph with machine learning for product design. The focus is on structuring unstructured design knowledge.",,2025-11-28T16:09:59.919621
55,Knowledge graph with machine learning for product design,Data About,"Manxin Chen:
The system processes information extracted from historical technical documents and exis...",Y,CANDIDATES,45,SEMANTIC,PARAPHRASE,"Manxin Chen:
The system processes information extracted from historical technical documents and existing product specifications. The core of the data deals with product attributes, functions, and relational knowledge.",,2025-11-28T16:10:00.449186
55,Knowledge graph with machine learning for product design,"AI Assistance Types (Lee and Kim, 2025)","Manxin Chen:
The core function is knowledge graph construction to organize vast, heterogeneous desig...",Y,CANDIDATES,45,SEMANTIC,PARAPHRASE,"Manxin Chen:
The core function is knowledge graph construction to organize vast, heterogeneous design information, enabling designers to make sense of complex technical relationships.",,2025-11-28T16:10:00.625547
54,A Data-Driven Human-Machine Collaborative Product Design System Toward Intelligent Manufacturing,Design Phase,"Manxin Chen:
The system aims to support the early phase of design by enabling intelligent knowledge ...",Y,CANDIDATES,70,SEMANTIC,PARAPHRASE,"Manxin Chen:
The system aims to support the early phase of design by enabling intelligent knowledge query and conceptualization assistance.",,2025-11-28T16:10:02.984609
54,A Data-Driven Human-Machine Collaborative Product Design System Toward Intelligent Manufacturing,"AI Assistance Types (Lee and Kim, 2025)","Manxin Chen:
The primary role is Human–Machine Collaborative Design. The AI acts as an intelligent p...",Y,CANDIDATES,87,PARAPHRASE,NONE,"Manxin Chen:
The primary role is Human–Machine Collaborative Design. The AI acts as an intelligent partner providing knowledge fusion and reasoning to support human conceptualization.",,2025-11-28T16:10:05.390748
56,Research on the Decision Model of Product Design Based on a Deep Residual Network,Data About,"Manxin Chen:
The model relies on analyzing user emotional preferences (e.g., aesthetic appeal, Kanse...",N,CANDIDATES,85,NONE,HALLUCINATION,"Manxin Chen:
The model relies on analyzing user emotional preferences (e.g., aesthetic appeal, Kansei value) in response to product images.",,2025-11-28T16:10:06.362760
56,Research on the Decision Model of Product Design Based on a Deep Residual Network,Design Discipline,"Manxin Chen:
The research focuses on developing a product design decision model to guide the initial...",Y,CANDIDATES,75,PARAPHRASE,PARAPHRASE,"Manxin Chen:
The research focuses on developing a product design decision model to guide the initial design direction. The core application is within industrial product design.",,2025-11-28T16:10:06.613314
58,Computer Vision Interaction Design in Sustainable Urban Development: A Case Study of Roof Garden Landscape Plants in Marine Cities,"AI Assistance Types (Lee and Kim, 2025)","Manxin Chen:
Simulation and analysis: Computer visual design software often includes simulation feat...",Y,CANDIDATES,98,EXACT,NONE,"Manxin Chen:
Simulation and analysis: Computer visual design software often includes simulation features that can be used to analyze different scenarios... this could involve simulating the growth of plants over time, assessing factors like sunlight exposure, wind patterns, and how the garden might evolve seasonally.",,2025-11-28T16:10:09.385873
58,Computer Vision Interaction Design in Sustainable Urban Development: A Case Study of Roof Garden Landscape Plants in Marine Cities,AI methods,"Manxin Chen:
image classification and content recognition,"" and ""image semantic segmentation",N,CANDIDATES,95,NONE,HALLUCINATION,"Manxin Chen:
image classification and content recognition,"" and ""image semantic segmentation",,2025-11-28T16:10:11.740255
56,Research on the Decision Model of Product Design Based on a Deep Residual Network,Data Modality,"Manxin Chen:
The system uses product image data as the input source for feature extraction and prefe...",Y,CANDIDATES,72,PARAPHRASE,PARAPHRASE,"Manxin Chen:
The system uses product image data as the input source for feature extraction and preference prediction.",,2025-11-28T16:10:12.331630
56,Research on the Decision Model of Product Design Based on a Deep Residual Network,"AI Assistance Types (Lee and Kim, 2025)","Manxin Chen:
The primary output is a decision model that evaluates new designs or design concepts ag...",Y,CANDIDATES,45,SEMANTIC,PARAPHRASE,"Manxin Chen:
The primary output is a decision model that evaluates new designs or design concepts against learned aesthetic preferences. The output directly guides the selection of the most preferred design solutions.",,2025-11-28T16:10:12.990435
58,Computer Vision Interaction Design in Sustainable Urban Development: A Case Study of Roof Garden Landscape Plants in Marine Cities,Data Modality,"Manxin Chen:
Computer visual design techniques refer to the utilization of advanced software tools, ...",Y,CANDIDATES,95,EXACT,NONE,"Manxin Chen:
Computer visual design techniques refer to the utilization of advanced software tools, often based on computer vision technology, to create and manipulate visual elements in a digital environment."" AND ""By capturing high-resolution images and utilizing image-processing algorithms, various aspects of the rooftop garden, such as plant composition, spatial arrangement, and overall greening rate, were measured and evaluated.""",,2025-11-28T16:10:12.998359
56,Research on the Decision Model of Product Design Based on a Deep Residual Network,Design Practice/Task,"Manxin Chen:
The goal is to quantify user emotional responses (Kansei) to visual product features an...",N,CANDIDATES,15,NONE,HALLUCINATION,"Manxin Chen:
The goal is to quantify user emotional responses (Kansei) to visual product features and integrate this metric into the design selection process.",,2025-11-28T16:10:13.125031
56,Research on the Decision Model of Product Design Based on a Deep Residual Network,Design Phase,"Manxin Chen:
The decision model is aimed at guiding the initial design direction and informing the c...",N,CANDIDATES,25,SEMANTIC,PARAPHRASE,"Manxin Chen:
The decision model is aimed at guiding the initial design direction and informing the conceptualization process based on pre-established user preferences.",,2025-11-28T16:10:13.158102
58,Computer Vision Interaction Design in Sustainable Urban Development: A Case Study of Roof Garden Landscape Plants in Marine Cities,Design Discipline,"Manxin Chen:
This paper explores the application of computer visual design techniques, specifically ...",Y,CANDIDATES,95,PARAPHRASE,NONE,"Manxin Chen:
This paper explores the application of computer visual design techniques, specifically 3DMAX modeling and virtual reality, in the intelligent interaction design of green roof landscape plants in ocean cities.",,2025-11-28T16:10:13.282110
58,Computer Vision Interaction Design in Sustainable Urban Development: A Case Study of Roof Garden Landscape Plants in Marine Cities,Data About,"Manxin Chen:
The interactive design of the plant landscapes was explored based on the 3D rendering m...",Y,CANDIDATES,98,EXACT,NONE,"Manxin Chen:
The interactive design of the plant landscapes was explored based on the 3D rendering models. By virtually experiencing the rooftop garden through VR technology, designers, users, and stakeholders can engage in interactive exploration and provide feedback on the design.",,2025-11-28T16:10:13.934998
59,Automated Extraction and Classification of Product Design Elements Based on Image Recognition,Design Discipline,"Manxin Chen:
The focus is on the automated processing of visual features to support product design. ...",Y,CANDIDATES,92,PARAPHRASE,NONE,"Manxin Chen:
The focus is on the automated processing of visual features to support product design. The methodology is aimed at improving efficiency in industrial design workflows.",,2025-11-28T16:10:16.000521
56,Research on the Decision Model of Product Design Based on a Deep Residual Network,AI methods,"Manxin Chen:
The core algorithm is the Deep Residual Network (ResNet), a type of Convolutional Neura...",Y,CANDIDATES,88,PARAPHRASE,NONE,"Manxin Chen:
The core algorithm is the Deep Residual Network (ResNet), a type of Convolutional Neural Network (CNN). ResNet is used for visual feature learning from image inputs.",,2025-11-28T16:10:17.950048
59,Automated Extraction and Classification of Product Design Elements Based on Image Recognition,Data Modality,"Manxin Chen:
The core input is product image data for feature recognition and classification.",Y,CANDIDATES,85,PARAPHRASE,NONE,"Manxin Chen:
The core input is product image data for feature recognition and classification.",,2025-11-28T16:10:18.337702
58,Computer Vision Interaction Design in Sustainable Urban Development: A Case Study of Roof Garden Landscape Plants in Marine Cities,Design Phase,"Manxin Chen:
The core application is Interaction Design and implementing a real-time monitoring and ...",Y,CANDIDATES,70,SEMANTIC,PARAPHRASE,"Manxin Chen:
The core application is Interaction Design and implementing a real-time monitoring and management system to refine and maintain the landscape design.",,2025-11-28T16:10:18.752547
58,Computer Vision Interaction Design in Sustainable Urban Development: A Case Study of Roof Garden Landscape Plants in Marine Cities,Design Practice/Task,"Manxin Chen:
Computer Vision Interaction Design in Sustainable Urban Development: A Case Study of Ro...",Y,CANDIDATES,100,EXACT,NONE,"Manxin Chen:
Computer Vision Interaction Design in Sustainable Urban Development: A Case Study of Roof Garden Landscape Plants in Marine Cities.",,2025-11-28T16:10:19.478691
60,Promoting knowledge recommendation in innovative engineering design: a BERT-GAT-based patent representation learning approach,Design Practice/Task,"Manxin Chen:
Promoting knowledge recommendation in innovative engineering design: a BERT-GAT-based p...",Y,CANDIDATES,100,EXACT,HALLUCINATION,"Manxin Chen:
Promoting knowledge recommendation in innovative engineering design: a BERT-GAT-based patent representation learning approach.",,2025-11-28T16:10:19.490605
59,Automated Extraction and Classification of Product Design Elements Based on Image Recognition,Design Practice/Task,"Manxin Chen:
The goal is to build an intelligent system that can automatically label and structure v...",Y,CANDIDATES,60,SEMANTIC,PARAPHRASE,"Manxin Chen:
The goal is to build an intelligent system that can automatically label and structure visual design components for downstream conceptual search and retrieval.",,2025-11-28T16:10:20.099336
60,Promoting knowledge recommendation in innovative engineering design: a BERT-GAT-based patent representation learning approach,Design Discipline,"Manxin Chen:
The research focuses on facilitating innovative engineering design through knowledge re...",Y,CANDIDATES,95,PARAPHRASE,NONE,"Manxin Chen:
The research focuses on facilitating innovative engineering design through knowledge recommendation from patent documents.",,2025-11-28T16:10:20.272831
59,Automated Extraction and Classification of Product Design Elements Based on Image Recognition,"AI Assistance Types (Lee and Kim, 2025)","Manxin Chen:
The system aims to automatically structure and categorize design knowledge based on vis...",Y,CANDIDATES,65,PARAPHRASE,PARAPHRASE,"Manxin Chen:
The system aims to automatically structure and categorize design knowledge based on visual features. This process assists designers in interpreting and comparing vast visual databases.",,2025-11-28T16:10:21.831728
59,Automated Extraction and Classification of Product Design Elements Based on Image Recognition,Data About,"Manxin Chen:
The system extracts and classifies product design elements (e.g., shape, color, texture...",Y,CANDIDATES,88,PARAPHRASE,NONE,"Manxin Chen:
The system extracts and classifies product design elements (e.g., shape, color, texture) from images. The data is inherently related to the product's aesthetic and structural attributes.",,2025-11-28T16:10:22.300741
60,Promoting knowledge recommendation in innovative engineering design: a BERT-GAT-based patent representation learning approach,Data Modality,"Manxin Chen:
The input data is the unstructured text derived from patent documents.",Y,CANDIDATES,78,PARAPHRASE,PARAPHRASE,"Manxin Chen:
The input data is the unstructured text derived from patent documents.",,2025-11-28T16:10:23.098850
59,Automated Extraction and Classification of Product Design Elements Based on Image Recognition,Design Phase,"Manxin Chen:
The extracted and classified design elements are used to inform initial concept generat...",N,CANDIDATES,25,NONE,HALLUCINATION,"Manxin Chen:
The extracted and classified design elements are used to inform initial concept generation and quickly identify aesthetic trends in existing products.",,2025-11-28T16:10:24.021216
59,Automated Extraction and Classification of Product Design Elements Based on Image Recognition,AI methods,"Manxin Chen:
The central technology is Image Recognition, implemented via a Convolutional Neural Net...",Y,CANDIDATES,78,PARAPHRASE,PARAPHRASE,"Manxin Chen:
The central technology is Image Recognition, implemented via a Convolutional Neural Network (CNN). CNN is utilized for automated feature extraction and hierarchical classification of design elements",,2025-11-28T16:10:24.399298
60,Promoting knowledge recommendation in innovative engineering design: a BERT-GAT-based patent representation learning approach,AI methods,"Manxin Chen:
The core component is a hybrid architecture utilizing BERT (Bidirectional Encoder Repre...",Y,CANDIDATES,92,PARAPHRASE,NONE,"Manxin Chen:
The core component is a hybrid architecture utilizing BERT (Bidirectional Encoder Representations from Transformers) for deep contextual embedding of text, which is a key NLP model.",,2025-11-28T16:10:24.854341
61,Engineering design optimisation using reinforcement learning with episodic controllers,Design Discipline,"Manxin Chen:
The research focuses on engineering design optimisation using advanced machine learning...",Y,CANDIDATES,85,PARAPHRASE,NONE,"Manxin Chen:
The research focuses on engineering design optimisation using advanced machine learning techniques. The methodology is designed to improve the search for optimal structural or mechanical components.",,2025-11-28T16:10:26.736110
